County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,State,StateFIPS,CountyName,StateName,CountyFIPS,StateAbbr,STATE_COUNTY,state_abbrev,FIP_unique,Population,county_test
Adams,8001.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,52.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,435700.0,Adams
Adams,8001.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,435700.0,Adams
Adams,8001.0,2009.0,2009.0,All other alcohol-induced causes,A9,55.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,435700.0,Adams
Adams,8001.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,2215.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,435700.0,Adams
Adams,8001.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,443691.0,Adams
Adams,8001.0,2010.0,2010.0,All other alcohol-induced causes,A9,54.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,443691.0,Adams
Adams,8001.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,2207.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,443691.0,Adams
Adams,8001.0,2011.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,452201.0,Adams
Adams,8001.0,2011.0,2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,452201.0,Adams
Adams,8001.0,2011.0,2011.0,All other alcohol-induced causes,A9,46.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,452201.0,Adams
Adams,8001.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,2411.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,452201.0,Adams
Adams,8001.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,78.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,460558.0,Adams
Adams,8001.0,2012.0,2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,460558.0,Adams
Adams,8001.0,2012.0,2012.0,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,11.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,460558.0,Adams
Adams,8001.0,2012.0,2012.0,All other alcohol-induced causes,A9,47.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,460558.0,Adams
Adams,8001.0,2012.0,2012.0,All other non-drug and non-alcohol causes,O9,2568.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,460558.0,Adams
Adams,8001.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,64.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,469978.0,Adams
Adams,8001.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,469978.0,Adams
Adams,8001.0,2013.0,2013.0,All other alcohol-induced causes,A9,52.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,469978.0,Adams
Adams,8001.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,2553.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,469978.0,Adams
Adams,8001.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,479946.0,Adams
Adams,8001.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,479946.0,Adams
Adams,8001.0,2014.0,2014.0,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,12.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,479946.0,Adams
Adams,8001.0,2014.0,2014.0,All other alcohol-induced causes,A9,50.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,479946.0,Adams
Adams,8001.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,2628.0,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,479946.0,Adams
Adams,8001.0,2015.0,2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,490443.0,Adams
Adams,8001.0,2015.0,2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,490443.0,Adams
Adams,8001.0,2015.0,2015.0,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,16,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,490443.0,Adams
Adams,8001.0,2015.0,2015.0,All other alcohol-induced causes,A9,43,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,490443.0,Adams
Adams,8001.0,2015.0,2015.0,All other non-drug and non-alcohol causes,O9,2669,CO,8,Adams,Colorado,8001,CO,CO | ADAMS,CO,80018,490443.0,Adams
Alamosa,8003.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,101.0,CO,8,Alamosa,Colorado,8003,CO,CO | ALAMOSA,CO,80038,15289.0,Alamosa
Alamosa,8003.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,127.0,CO,8,Alamosa,Colorado,8003,CO,CO | ALAMOSA,CO,80038,15515.0,Alamosa
