County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,State,StateFIPS,CountyName,StateName,CountyFIPS,StateAbbr,STATE_COUNTY,state_abbrev,FIP_unique,Population,county_test
Ada,16001.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,388577.0,Ada
Ada,16001.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,388577.0,Ada
Ada,16001.0,2009.0,2009.0,All other alcohol-induced causes,A9,32.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,388577.0,Ada
Ada,16001.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,2197.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,388577.0,Ada
Ada,16001.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,393354.0,Ada
Ada,16001.0,2010.0,2010.0,All other alcohol-induced causes,A9,33.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,393354.0,Ada
Ada,16001.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,2225.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,393354.0,Ada
Ada,16001.0,2011.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,401262.0,Ada
Ada,16001.0,2011.0,2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,401262.0,Ada
Ada,16001.0,2011.0,2011.0,All other alcohol-induced causes,A9,33.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,401262.0,Ada
Ada,16001.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,2499.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,401262.0,Ada
Ada,16001.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,408862.0,Ada
Ada,16001.0,2012.0,2012.0,All other alcohol-induced causes,A9,39.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,408862.0,Ada
Ada,16001.0,2012.0,2012.0,All other non-drug and non-alcohol causes,O9,2446.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,408862.0,Ada
Ada,16001.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,415951.0,Ada
Ada,16001.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,415951.0,Ada
Ada,16001.0,2013.0,2013.0,All other alcohol-induced causes,A9,46.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,415951.0,Ada
Ada,16001.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,2563.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,415951.0,Ada
Ada,16001.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,425471.0,Ada
Ada,16001.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,425471.0,Ada
Ada,16001.0,2014.0,2014.0,All other alcohol-induced causes,A9,52.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,425471.0,Ada
Ada,16001.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,2627.0,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,425471.0,Ada
Ada,16001.0,2015.0,2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,432862.0,Ada
Ada,16001.0,2015.0,2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,432862.0,Ada
Ada,16001.0,2015.0,2015.0,All other alcohol-induced causes,A9,40,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,432862.0,Ada
Ada,16001.0,2015.0,2015.0,All other non-drug and non-alcohol causes,O9,2803,ID,16,Ada,Idaho,16001,ID,ID | ADA,ID,1600116,432862.0,Ada
Adams,16003.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,24.0,ID,16,Adams,Idaho,16003,ID,ID | ADAMS,ID,1600316,4000.0,Adams
Adams,16003.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,34.0,ID,16,Adams,Idaho,16003,ID,ID | ADAMS,ID,1600316,3962.0,Adams
